id,host_id,host_name,host_response_time,host_is_superhost,neighbourhood,latitude,longitude,room_type,price,security_deposit,cleaning_fee,number_of_reviews,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value
213854,1103149,Lex,within an hour,f,Castro/Upper Market,37.76146,-122.43817,Entire home/apt,$325.00 ,"$1,000.00 ",$200.00 ,35,96,10,10,10,10,10,10
216042,1115353,Jocelyn,N/A,f,Bernal Heights,37.74382,-122.41773,Entire home/apt,$147.00 ,$500.00 ,$85.00 ,49,99,10,10,10,10,10,10
216064,812808,Mukt,within an hour,t,Outer Mission,37.72652,-122.43468,Private room,$75.00 ,$100.00 ,$25.00 ,90,91,9,8,10,10,8,9
217106,374909,Eric,within a day,f,Haight Ashbury,37.76468,-122.44523,Entire home/apt,$110.00 ,$400.00 ,$100.00 ,43,94,9,8,10,10,10,9
218567,1130612,Marin,N/A,f,Western Addition,37.78594,-122.43219,Entire home/apt,$200.00 ,$300.00 ,$180.00 ,88,96,10,10,9,10,10,10
220418,1032643,Josh,within an hour,f,Haight Ashbury,37.77042,-122.45019,Private room,$78.00 ,$200.00 ,$30.00 ,393,90,10,9,10,10,10,9
221342,285168,Bill,within a few hours,f,Russian Hill,37.80281,-122.4154,Private room,$139.00 ,$0.00 ,$50.00 ,180,95,10,10,10,10,10,9
224579,1168946,Armelle,within an hour,t,Mission,37.75632,-122.40478,Entire home/apt,$145.00 ,$500.00 ,$105.00 ,83,98,10,10,10,10,9,10
225205,1172942,Chris,within an hour,f,Mission,37.76097,-122.42313,Private room,$115.00 ,,,399,94,10,10,10,10,10,10
225933,1177567,Marcia,within a few hours,t,Castro/Upper Market,37.7684,-122.43086,Private room,$99.00 ,$150.00 ,$35.00 ,184,95,10,10,10,10,10,10
229240,329072,Darren & Friends,within an hour,f,Financial District,37.79341,-122.4034,Shared room,$45.00 ,$0.00 ,$0.00 ,331,93,10,9,10,10,10,9
229319,12798954,Anya,within a few hours,t,Bernal Heights,37.73819,-122.41566,Entire home/apt,$135.00 ,$500.00 ,$125.00 ,18,97,10,10,10,10,9,9
231129,1208533,Valentino,within an hour,f,Nob Hill,37.79114,-122.41029,Entire home/apt,$989.00 ,$500.00 ,$300.00 ,60,88,9,9,9,9,10,9
231752,691445,LeighAnna,within an hour,t,Noe Valley,37.75565,-122.44022,Entire home/apt,$250.00 ,$500.00 ,$250.00 ,76,99,10,10,10,10,10,10
232060,1214006,Syl & Art,N/A,f,Inner Sunset,37.75855,-122.46444,Entire home/apt,$99.00 ,$500.00 ,$75.00 ,113,98,10,10,10,10,10,9
238190,285168,Bill,within a few hours,f,Russian Hill,37.80301,-122.41581,Private room,$99.00 ,$0.00 ,$40.00 ,202,97,10,10,10,10,10,10
238204,1248132,"Jennifer, Maria , Andrew",within an hour,t,Parkside,37.74174,-122.50435,Entire home/apt,$135.00 ,$300.00 ,$85.00 ,190,94,10,10,10,10,10,10
241235,329072,Darren & Friends,within an hour,f,Financial District,37.79271,-122.40383,Shared room,$45.00 ,$0.00 ,$0.00 ,306,93,10,9,10,10,10,9
242008,1270330,Jake,within an hour,t,South of Market,37.77499,-122.40635,Entire home/apt,$160.00 ,$500.00 ,$65.00 ,56,97,10,10,10,10,9,10
242477,1272604,David,within a day,t,Castro/Upper Market,37.75967,-122.44257,Entire home/apt,$225.00 ,"$2,500.00 ",$300.00 ,59,97,10,10,10,10,10,10
244361,817292,Rick,within a day,t,Chinatown,37.79532,-122.40863,Entire home/apt,$135.00 ,,$75.00 ,71,97,10,10,10,10,9,9
245339,1257432,San Francisco Life,within an hour,t,Downtown/Civic Center,37.78304,-122.41942,Entire home/apt,$138.00 ,$500.00 ,$125.00 ,8,90,10,9,9,9,8,8
252867,1327890,Susi & Matt,within a day,f,Potrero Hill,37.75889,-122.39539,Entire home/apt,$280.00 ,$500.00 ,$100.00 ,21,98,10,9,10,10,10,10
256148,1239523,Chris,within an hour,t,Castro/Upper Market,37.76188,-122.44215,Private room,$139.00 ,$0.00 ,$35.00 ,562,98,10,10,10,10,10,10
256176,976125,Eva,within an hour,t,Inner Richmond,37.77579,-122.45504,Private room,$100.00 ,$100.00 ,$40.00 ,287,97,10,10,10,10,10,9
258786,698337,Emily,within an hour,f,Bernal Heights,37.7435,-122.40805,Private room,$75.00 ,$150.00 ,$0.00 ,16,91,10,10,10,10,9,9
258873,1360620,Debbie,within an hour,f,North Beach,37.80134,-122.40714,Private room,$89.00 ,,,326,88,9,8,10,10,10,9
259621,329072,Darren & Friends,within an hour,f,Financial District,37.7947,-122.40374,Shared room,$45.00 ,$0.00 ,$0.00 ,209,92,9,9,10,10,10,9
259622,329072,Darren & Friends,within an hour,f,Financial District,37.79441,-122.40473,Shared room,$45.00 ,$0.00 ,$0.00 ,200,94,10,10,10,10,10,10
259919,38836,Bernat,within a few hours,f,Inner Sunset,37.7647,-122.45368,Entire home/apt,$114.00 ,"$2,500.00 ",$99.00 ,13,90,9,9,10,9,9,9
261358,1257432,San Francisco Life,within an hour,t,Downtown/Civic Center,37.78322,-122.42025,Entire home/apt,$138.00 ,$500.00 ,$100.00 ,1,80,10,10,8,10,6,6
269371,838614,Matthew,within a few hours,t,Castro/Upper Market,37.76294,-122.43974,Private room,$115.00 ,$350.00 ,$50.00 ,171,94,10,9,10,10,10,9
269463,1244308,Lawrence,within a few hours,f,Haight Ashbury,37.76711,-122.45151,Entire home/apt,$250.00 ,"$5,000.00 ",$50.00 ,118,95,10,9,10,10,10,9
271602,1421296,Richard,within a day,t,South of Market,37.77641,-122.40454,Entire home/apt,$133.00 ,$150.00 ,$0.00 ,101,98,10,10,10,10,9,9
271647,1421509,Matthew,within a day,f,Outer Sunset,37.75553,-122.50707,Shared room,$35.00 ,$0.00 ,$20.00 ,134,91,9,9,10,10,9,9
273530,99128,Cathryn,within an hour,t,Potrero Hill,37.75612,-122.39967,Entire home/apt,$325.00 ,$500.00 ,$150.00 ,33,98,10,10,10,10,10,10
274334,1434669,Ashli,within a day,f,Outer Sunset,37.75346,-122.50358,Private room,$89.00 ,,,62,95,10,9,10,10,9,9
276072,738203,Gene X,within a few hours,t,Mission,37.76833,-122.42592,Private room,$95.00 ,,$19.00 ,50,97,10,9,10,10,10,10
277339,1448282,"Natalie, Paige, Tennyson And Hannah",within a few hours,t,Outer Mission,37.72681,-122.43419,Entire home/apt,$110.00 ,$0.00 ,$75.00 ,336,97,10,10,10,10,10,10
279184,1456262,Justin,within a few hours,t,Mission,37.7529,-122.41553,Entire home/apt,$575.00 ,$500.00 ,$200.00 ,12,97,10,9,10,10,9,10
280549,1454829,Luise,within a day,t,West of Twin Peaks,37.73773,-122.44956,Private room,$250.00 ,$0.00 ,$0.00 ,35,94,10,10,10,10,9,9
284117,1479905,Samantha,within a day,t,Noe Valley,37.74334,-122.42932,Entire home/apt,$105.00 ,$200.00 ,$100.00 ,209,95,10,10,10,10,10,10
284766,607958,Michelle,within a few hours,t,Marina,37.79921,-122.43191,Entire home/apt,$300.00 ,$0.00 ,$100.00 ,20,100,10,10,10,10,10,10
285499,1479964,James,within a few hours,f,Castro/Upper Market,37.76288,-122.43815,Entire home/apt,$210.00 ,,$250.00 ,2,100,10,10,10,10,10,8
285755,1487274,Mina,N/A,t,Mission,37.75395,-122.41917,Private room,$145.00 ,$0.00 ,$80.00 ,104,98,10,10,10,10,9,10
286311,400480,Evelyn,within an hour,t,Castro/Upper Market,37.76275,-122.44252,Entire home/apt,$475.00 ,"$1,000.00 ",$300.00 ,14,95,10,10,10,10,10,9
287907,428414,Adrian & Lupe,within an hour,t,Outer Mission,37.73225,-122.43614,Entire home/apt,$300.00 ,$600.00 ,$180.00 ,61,98,10,10,10,10,10,9
288213,1498483,Jared & Katherine,within an hour,t,Potrero Hill,37.75971,-122.38833,Entire home/apt,$190.00 ,,$70.00 ,176,98,10,10,10,10,10,9
292723,305973,Maria,within an hour,f,Excelsior,37.73096,-122.42378,Private room,$45.00 ,$150.00 ,$35.00 ,18,82,8,8,9,9,8,8
295240,1525192,Kristoffer,within an hour,t,Castro/Upper Market,37.76267,-122.43919,Entire home/apt,$299.00 ,$500.00 ,$85.00 ,140,98,10,10,10,10,10,9
295565,305973,Maria,within an hour,f,Excelsior,37.7303,-122.42464,Private room,$30.00 ,$150.00 ,$30.00 ,10,100,9,9,10,10,9,10
297897,1535770,Tim,within a few hours,f,Outer Sunset,37.75737,-122.50619,Entire home/apt,$296.00 ,$200.00 ,$165.00 ,205,96,10,10,10,10,10,9
298368,337160,Nicole,N/A,f,Mission,37.76259,-122.41748,Entire home/apt,$160.00 ,$200.00 ,$100.00 ,57,98,9,10,10,9,9,9
307837,1583952,Ellen,within an hour,f,Noe Valley,37.75131,-122.437,Entire home/apt,$159.00 ,,$50.00 ,55,97,10,9,10,10,10,9
308885,1588855,Arbe,within a day,f,North Beach,37.79954,-122.40679,Entire home/apt,$150.00 ,$0.00 ,$75.00 ,109,89,9,9,9,10,9,8
314248,1614566,Sarah,within a few hours,t,Pacific Heights,37.79026,-122.4364,Entire home/apt,$325.00 ,,,39,96,10,9,10,10,10,9
314368,1229762,Jason,within an hour,t,North Beach,37.80345,-122.40798,Entire home/apt,$600.00 ,$0.00 ,$75.00 ,29,99,10,10,10,10,10,9
317078,374909,Eric,within a day,f,Western Addition,37.77612,-122.43292,Entire home/apt,$100.00 ,$400.00 ,$100.00 ,14,89,9,7,10,10,10,9
317121,374909,Eric,within a day,f,Haight Ashbury,37.76641,-122.44667,Entire home/apt,$90.00 ,$400.00 ,$100.00 ,27,94,10,9,10,10,10,10
317951,1631892,Roberto,within an hour,f,Mission,37.7667,-122.41992,Entire home/apt,$150.00 ,$350.00 ,$60.00 ,10,91,9,10,10,10,9,8
323635,812808,Mukt,within an hour,t,Excelsior,37.72606,-122.43232,Private room,$48.00 ,$100.00 ,$35.00 ,61,98,10,9,10,10,9,10
325478,1579337,Markus,within an hour,t,Mission,37.76065,-122.42414,Entire home/apt,$365.00 ,$200.00 ,$120.00 ,113,97,10,9,10,10,10,9
326650,1670339,Je,a few days or more,f,Western Addition,37.78633,-122.43217,Entire home/apt,$139.00 ,$350.00 ,$99.00 ,34,94,9,9,10,10,10,9
329020,326840,Jorge,N/A,f,South of Market,37.78278,-122.39337,Entire home/apt,$250.00 ,$400.00 ,$150.00 ,6,100,10,10,10,10,10,10
330535,625762,Ryan And Lindsea,within a day,f,Haight Ashbury,37.76892,-122.44615,Entire home/apt,$189.00 ,$750.00 ,$125.00 ,111,94,10,9,9,9,10,9
330736,729748,Patriz,within an hour,f,Mission,37.76592,-122.40628,Entire home/apt,$298.00 ,$350.00 ,$175.00 ,53,99,10,10,10,10,10,10
334339,879042,Bruce,within an hour,t,Castro/Upper Market,37.76295,-122.44259,Private room,$99.00 ,$250.00 ,$50.00 ,169,98,10,10,10,10,10,10
334886,1700823,Jennifer,within an hour,t,Marina,37.80432,-122.44601,Private room,$150.00 ,"$1,000.00 ",$300.00 ,127,98,10,10,10,10,10,10
338849,1670339,Je,a few days or more,f,Western Addition,37.78525,-122.43051,Private room,$99.00 ,$295.00 ,$69.00 ,3,100,10,10,10,10,10,10
342420,1737796,Elizabeth,within an hour,f,Castro/Upper Market,37.76052,-122.42939,Entire home/apt,$595.00 ,$500.00 ,$225.00 ,16,100,10,10,10,10,10,10
348580,197515,Mark,within an hour,f,Bernal Heights,37.74271,-122.41955,Entire home/apt,$160.00 ,$400.00 ,$70.00 ,31,95,9,8,10,10,9,9
348714,78610,George,within an hour,t,Haight Ashbury,37.77307,-122.44293,Entire home/apt,$190.00 ,"$1,000.00 ",$90.00 ,335,96,10,10,10,10,10,9
350391,1781314,James,within an hour,t,Noe Valley,37.74603,-122.43715,Private room,$195.00 ,$0.00 ,$45.00 ,146,99,10,10,10,10,10,10
350479,1776403,Ken,within an hour,f,Mission,37.75711,-122.40963,Private room,$79.00 ,"$1,700.00 ",$50.00 ,39,96,10,9,10,10,10,9
351881,1781821,Katie And Chris,within an hour,t,Castro/Upper Market,37.76174,-122.44339,Private room,$125.00 ,$0.00 ,$40.00 ,355,97,10,10,10,10,10,10
351950,305973,Maria,within an hour,f,Excelsior,37.72965,-122.42539,Private room,$40.00 ,$150.00 ,$35.00 ,20,69,7,7,8,8,7,7
351978,305973,Maria,within an hour,f,Excelsior,37.73019,-122.42317,Private room,$45.00 ,$150.00 ,$35.00 ,25,82,8,8,9,9,8,8
352165,1783772,Brian,within an hour,t,Castro/Upper Market,37.75813,-122.4355,Entire home/apt,$115.00 ,$300.00 ,$80.00 ,196,90,10,9,10,10,10,9
353292,1789683,Tim,within a few hours,f,Western Addition,37.77093,-122.42823,Private room,$90.00 ,$500.00 ,$60.00 ,8,100,10,8,10,10,10,10
361230,1129902,Meirav,within an hour,t,Castro/Upper Market,37.76079,-122.43447,Entire home/apt,$270.00 ,"$1,000.00 ",$110.00 ,175,96,10,10,10,10,10,9
364023,1789039,Ashleigh,within an hour,f,Excelsior,37.72636,-122.43342,Private room,$85.00 ,,,0,,,,,,,
364397,1841207,Craig And Geoff,within an hour,t,Castro/Upper Market,37.7586,-122.43332,Private room,$95.00 ,$0.00 ,$40.00 ,68,94,9,9,10,10,10,9
365275,451471,Rita,within an hour,f,Bernal Heights,37.73501,-122.42045,Entire home/apt,$135.00 ,$100.00 ,$25.00 ,206,89,10,9,10,10,9,9
366541,1775769,Qian,within a few hours,f,Financial District,37.79178,-122.39502,Entire home/apt,$500.00 ,,$100.00 ,1,,,,,,,
374997,1781821,Katie And Chris,within an hour,t,Castro/Upper Market,37.76055,-122.44221,Entire home/apt,$549.00 ,$250.00 ,$75.00 ,36,94,9,9,10,10,10,9
377452,1896909,Beth & Geo,N/A,f,Mission,37.75139,-122.41194,Entire home/apt,$200.00 ,$600.00 ,$75.00 ,85,99,10,10,10,10,10,10
377569,1897399,Alessandra,within an hour,f,Mission,37.75131,-122.40795,Private room,$70.00 ,,$35.00 ,101,91,9,9,10,10,10,9
379255,1904628,Clare,within a few hours,f,Haight Ashbury,37.76588,-122.44281,Entire home/apt,$672.00 ,$750.00 ,$200.00 ,11,100,10,9,10,10,10,10
379349,1901233,Miriam,within a few hours,t,Haight Ashbury,37.76648,-122.44542,Entire home/apt,$125.00 ,$100.00 ,$40.00 ,243,92,10,10,10,10,10,9
379418,510040,Sandrine,within a day,f,Bernal Heights,37.74587,-122.41626,Entire home/apt,$390.00 ,$550.00 ,$150.00 ,10,96,10,9,10,10,10,10
381217,672097,Christopher Scott,within an hour,t,Bernal Heights,37.74498,-122.41927,Private room,$102.00 ,$200.00 ,$70.00 ,167,97,10,10,10,10,10,10
392543,1963037,Robert,within a few hours,t,Potrero Hill,37.76196,-122.39411,Entire home/apt,$250.00 ,$300.00 ,$80.00 ,115,97,10,10,10,10,10,10
394575,1190192,Mike & Nic,within a few hours,t,Bernal Heights,37.74248,-122.41069,Entire home/apt,$149.00 ,$300.00 ,,368,96,10,10,10,10,10,9
408471,530786,Shevi,within a few hours,f,Castro/Upper Market,37.75666,-122.43607,Entire home/apt,$600.00 ,"$1,000.00 ",$150.00 ,33,96,9,9,10,10,10,9
409549,684131,Mary,within an hour,t,Bernal Heights,37.74002,-122.41813,Entire home/apt,$169.00 ,$450.00 ,$80.00 ,45,98,10,10,10,10,10,10
413663,1371146,Alex,within an hour,f,Noe Valley,37.74987,-122.44027,Entire home/apt,$189.00 ,$300.00 ,$99.00 ,80,99,10,10,10,10,10,10
415498,216682,Jay,within an hour,t,Pacific Heights,37.79363,-122.42493,Entire home/apt,$130.00 ,$500.00 ,$160.00 ,20,95,10,9,10,10,10,9
417681,1257432,San Francisco Life,within an hour,t,Downtown/Civic Center,37.78217,-122.42038,Entire home/apt,$114.00 ,$500.00 ,$100.00 ,9,100,10,10,10,10,8,9
420160,2089429,Serena,within an hour,f,Mission,37.76318,-122.40708,Private room,$99.00 ,$200.00 ,$60.00 ,137,97,10,10,10,10,10,10
423063,2103856,Ariel,within an hour,t,Western Addition,37.77044,-122.43599,Entire home/apt,$289.00 ,$500.00 ,$105.00 ,90,96,10,9,10,10,10,9
423300,1776403,Ken,within an hour,f,Mission,37.75635,-122.40996,Entire home/apt,$122.00 ,"$3,000.00 ",$100.00 ,19,96,10,10,9,10,10,10
424846,2112291,Martha,within a few hours,t,Inner Richmond,37.78377,-122.47522,Private room,$132.00 ,$0.00 ,$40.00 ,183,99,10,10,10,10,10,10
430692,2001297,Urs Leonhardt,within a few hours,t,Mission,37.75906,-122.40761,Private room,$60.00 ,,$50.00 ,13,97,10,9,10,10,10,10
431632,2146065,Lindsay And Brian,within a day,f,Outer Richmond,37.78135,-122.48266,Entire home/apt,$140.00 ,$300.00 ,$70.00 ,203,89,9,9,10,10,10,9
431862,1257432,San Francisco Life,within an hour,t,Downtown/Civic Center,37.78321,-122.41969,Entire home/apt,$124.00 ,$500.00 ,$100.00 ,8,95,9,10,10,9,9,8
435389,576273,Shelli,within a day,f,Chinatown,37.79418,-122.40582,Shared room,$30.00 ,$300.00 ,,9,100,10,9,10,10,10,10
435390,576273,Shelli,within a day,f,Chinatown,37.79455,-122.406,Shared room,$30.00 ,$300.00 ,,8,100,9,8,10,10,9,10
435391,576273,Shelli,within a day,f,Chinatown,37.79478,-122.40592,Shared room,$30.00 ,$300.00 ,,6,97,10,8,10,10,10,9
437385,2172763,Melanie,within an hour,t,Outer Richmond,37.77884,-122.50535,Private room,$128.00 ,$288.00 ,$68.00 ,242,98,10,10,10,10,10,10
438940,1841207,Craig And Geoff,within an hour,t,Castro/Upper Market,37.76003,-122.4357,Private room,$100.00 ,$0.00 ,$40.00 ,41,94,9,9,9,10,10,9
438967,1841207,Craig And Geoff,within an hour,t,Castro/Upper Market,37.75941,-122.43363,Private room,$109.00 ,$0.00 ,$40.00 ,25,97,10,9,10,10,10,9
442349,2198022,Judith,N/A,t,Western Addition,37.7748,-122.42711,Entire home/apt,$200.00 ,$250.00 ,$80.00 ,19,98,10,10,10,10,10,10
442397,2198311,Marianne,within an hour,t,Outer Sunset,37.75925,-122.50893,Entire home/apt,$324.00 ,$300.00 ,$100.00 ,113,99,10,10,10,10,10,10
443908,109045,Ronda,within an hour,t,Western Addition,37.78706,-122.42908,Private room,$140.00 ,$500.00 ,$40.00 ,62,97,10,10,10,10,10,10
444675,2206832,Athena,within an hour,t,Glen Park,37.74054,-122.43121,Entire home/apt,$190.00 ,"$2,500.00 ",$350.00 ,7,100,10,10,10,10,9,10
450992,374909,Eric,within a day,f,Western Addition,37.77407,-122.4331,Entire home/apt,$110.00 ,$500.00 ,$100.00 ,20,89,9,8,9,10,10,8
455783,1421509,Matthew,within a day,f,Outer Sunset,37.75385,-122.50806,Private room,$57.00 ,,,97,89,10,9,10,10,9,9
456264,2268272,Property,within a few hours,f,North Beach,37.8059,-122.41803,Entire home/apt,$165.00 ,"$1,500.00 ",$149.00 ,44,96,9,10,9,9,10,9
456568,202591,Jose  Jeffrey,within an hour,t,Western Addition,37.77346,-122.42917,Private room,$89.00 ,$0.00 ,$30.00 ,75,97,10,10,10,10,10,10
457862,2276059,Holly & Kris,within a day,f,Western Addition,37.78101,-122.44083,Entire home/apt,$425.00 ,$500.00 ,$150.00 ,41,93,9,9,10,10,9,9
457986,2276990,Team Ritger,N/A,f,Excelsior,37.72594,-122.43327,Entire home/apt,$225.00 ,"$1,500.00 ",$185.00 ,12,100,10,9,10,10,9,10
459990,1479964,James,within a few hours,f,Russian Hill,37.80041,-122.41569,Entire home/apt,$148.00 ,,$200.00 ,3,100,10,10,10,10,10,9
465723,305557,Sheila,within an hour,t,Parkside,37.73853,-122.47166,Entire home/apt,$160.00 ,,$40.00 ,404,97,10,10,10,10,10,10
467507,2320888,Jennifer,within an hour,t,Bernal Heights,37.74687,-122.40964,Entire home/apt,$145.00 ,$200.00 ,$60.00 ,194,98,10,10,10,10,10,10
467839,109045,Ronda,within an hour,t,Western Addition,37.78881,-122.42941,Private room,$105.00 ,$500.00 ,$40.00 ,96,94,10,9,10,10,10,9
468490,285168,Bill,within a few hours,f,Russian Hill,37.80139,-122.41534,Entire home/apt,$490.00 ,$0.00 ,$200.00 ,28,94,9,10,10,10,9,8
468751,2326926,Terrance,within a few hours,f,Mission,37.76717,-122.42419,Entire home/apt,$280.00 ,$0.00 ,$100.00 ,25,94,10,9,10,10,10,9
470686,2335495,Hao,within an hour,t,Mission,37.76731,-122.42542,Private room,$125.00 ,$300.00 ,$35.00 ,248,98,10,10,10,10,10,9
472901,1793063,Jin,within a day,f,South of Market,37.77297,-122.40301,Entire home/apt,$170.00 ,$0.00 ,$200.00 ,217,98,10,10,10,10,10,10
474001,329072,Darren & Friends,within an hour,f,Chinatown,37.79472,-122.40519,Shared room,$30.00 ,,,1,100,8,6,8,8,10,10
474107,2318089,Inés,within an hour,t,Excelsior,37.72376,-122.42926,Private room,$90.00 ,$300.00 ,$60.00 ,57,98,10,10,10,10,9,10
477122,2364636,Alice/Peter,a few days or more,f,Castro/Upper Market,37.7618,-122.4269,Entire home/apt,$545.00 ,"$1,020.00 ",$200.00 ,10,100,10,10,10,10,10,10
479072,210275,Viola,within an hour,t,Castro/Upper Market,37.75756,-122.4364,Entire home/apt,$199.00 ,$150.00 ,$50.00 ,240,94,10,10,10,10,10,10
479415,350839,Amy,within a few hours,t,Bernal Heights,37.73962,-122.41484,Entire home/apt,$230.00 ,$500.00 ,$120.00 ,19,96,10,9,10,10,10,9
482592,2389112,Victor,within a few hours,t,Glen Park,37.73429,-122.43491,Entire home/apt,$650.00 ,"$2,000.00 ",$200.00 ,101,96,10,10,10,10,10,10
485245,2401961,Simon,within an hour,t,North Beach,37.80332,-122.41076,Private room,$75.00 ,$200.00 ,$30.00 ,41,99,10,10,10,10,10,10
485286,2402202,Benjamin,within an hour,f,Bernal Heights,37.73895,-122.41274,Entire home/apt,$195.00 ,$0.00 ,$80.00 ,32,94,10,9,10,10,10,9
487019,2410550,Cecile,within a few hours,f,Potrero Hill,37.756,-122.40022,Entire home/apt,$205.00 ,$600.00 ,$110.00 ,21,88,9,9,10,10,9,9
487499,1682183,Daniel,within a few hours,t,Mission,37.76099,-122.42183,Entire home/apt,$125.00 ,"$4,000.00 ",$150.00 ,179,95,10,9,10,10,10,9
488297,1261971,Craig,within an hour,t,Noe Valley,37.75613,-122.44066,Private room,$399.00 ,$400.00 ,$200.00 ,217,98,10,10,10,9,10,9
488359,2416427,José,within an hour,t,Castro/Upper Market,37.76214,-122.43148,Entire home/apt,$205.00 ,$250.00 ,$45.00 ,240,99,10,10,10,10,10,10
493889,2439917,Germaine,within a few hours,t,Outer Mission,37.72872,-122.4406,Entire home/apt,$250.00 ,$200.00 ,$75.00 ,59,96,10,9,10,10,9,9
494111,252927,Vivian,within a few hours,t,Outer Richmond,37.77985,-122.48478,Entire home/apt,$130.00 ,$300.00 ,$75.00 ,133,93,10,10,10,10,9,9
496108,2450324,Kenneth And Mike,within an hour,f,Castro/Upper Market,37.76778,-122.43427,Entire home/apt,$545.00 ,$500.00 ,$120.00 ,44,97,10,9,9,9,10,10
496226,2451096,Pam & Albie,within an hour,f,Potrero Hill,37.76197,-122.40365,Entire home/apt,$170.00 ,$500.00 ,$65.00 ,126,94,10,9,10,10,9,9
496246,2451096,Pam & Albie,within an hour,f,Mission,37.76348,-122.40546,Entire home/apt,$300.00 ,"$1,000.00 ",$75.00 ,17,100,9,9,10,10,9,9
499096,2463273,Ingrid,within a few hours,t,Mission,37.75853,-122.42387,Entire home/apt,$100.00 ,$100.00 ,$50.00 ,188,96,10,10,10,10,10,10
501057,407871,Penelope,within a few hours,t,Mission,37.74946,-122.40917,Entire home/apt,$295.00 ,$500.00 ,$150.00 ,53,97,10,10,10,10,9,9
501770,2475480,Arthur,within an hour,t,Haight Ashbury,37.77166,-122.43826,Entire home/apt,$220.00 ,"$2,000.00 ",$250.00 ,103,97,10,10,10,10,10,9
503362,2475480,Arthur,within an hour,t,Haight Ashbury,37.77244,-122.43789,Entire home/apt,$350.00 ,"$2,500.00 ",$325.00 ,115,99,10,10,10,10,10,9
504146,2486135,Laura,within a few hours,t,Marina,37.80594,-122.43783,Entire home/apt,$269.00 ,$200.00 ,$125.00 ,71,98,10,10,10,10,10,10
505530,698337,Emily,within an hour,f,Bayview,37.74312,-122.40647,Entire home/apt,$499.00 ,$500.00 ,$150.00 ,5,84,10,8,10,10,8,9
505763,1727387,Ruslan,N/A,f,Twin Peaks,37.75081,-122.44524,Entire home/apt,$200.00 ,"$1,950.00 ",,8,100,10,10,10,10,10,10
511991,723220,Helena,within an hour,f,Financial District,37.78952,-122.39595,Entire home/apt,$350.00 ,"$5,000.00 ",$150.00 ,1,100,10,10,10,10,10,8
515260,2537525,Janice,within a few hours,f,Noe Valley,37.74395,-122.43253,Entire home/apt,$260.00 ,$200.00 ,$50.00 ,16,90,10,8,10,10,10,9
